id_student,code_module,code_presentation,final_result,highest_education,age_band,gender,disability,num_of_prev_attempts,date_registration,score_first_assessment,delay_first_assessment,first_assessment_type,clicks_till_course_starts,active_days_before_course_start,clicks_from_course_start_until_first_assessment,active_days_from_course_start_until_first_assessment
175991,AAA,2013J,Fail,A Level or Equivalent,0-35,F,N,0,-57.0,51.0,-4.0,TMA,2.0,1.0,92.0,4.0
180753,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-64.0,61.0,-1.0,TMA,113.0,5.0,391.0,15.0
181316,AAA,2013J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-39.0,76.0,1.0,TMA,94.0,3.0,233.0,7.0
183096,AAA,2013J,Pass,A Level or Equivalent,0-35,F,N,0,-128.0,57.0,0.0,TMA,256.0,5.0,338.0,14.0
183947,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-32.0,67.0,0.0,TMA,7.0,1.0,203.0,5.0
184271,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-74.0,65.0,-1.0,TMA,98.0,9.0,251.0,15.0
185439,AAA,2013J,Fail,HE Qualification,0-35,M,N,0,-12.0,74.0,5.0,TMA,105.0,4.0,165.0,6.0
186149,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-109.0,85.0,14.0,TMA,449.0,10.0,376.0,15.0
187100,AAA,2013J,Distinction,A Level or Equivalent,35-55,M,N,0,-136.0,88.0,-2.0,TMA,769.0,10.0,1496.0,20.0
188278,AAA,2013J,Withdrawn,A Level or Equivalent,35-55,M,N,0,-57.0,76.0,0.0,TMA,80.0,2.0,889.0,17.0
189879,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-180.0,76.0,0.0,TMA,2.0,2.0,323.0,8.0
192183,AAA,2013J,Pass,Lower Than A Level,0-35,F,N,0,-62.0,75.0,0.0,TMA,148.0,6.0,465.0,16.0
195262,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-45.0,0.0,,TMA,3.0,1.0,138.0,5.0
200860,AAA,2013J,Pass,Lower Than A Level,35-55,M,N,0,-54.0,69.0,-1.0,TMA,43.0,6.0,178.0,11.0
202635,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-73.0,68.0,8.0,TMA,196.0,8.0,391.0,10.0
205350,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-68.0,75.0,0.0,TMA,249.0,6.0,322.0,14.0
205719,AAA,2013J,Fail,A Level or Equivalent,0-35,M,Y,0,-51.0,67.0,0.0,TMA,13.0,1.0,220.0,8.0
227499,AAA,2013J,Distinction,A Level or Equivalent,35-55,F,N,0,-169.0,84.0,0.0,TMA,356.0,9.0,356.0,13.0
227517,AAA,2013J,Fail,HE Qualification,0-35,M,N,0,-172.0,63.0,-1.0,TMA,140.0,4.0,423.0,13.0
228082,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-31.0,58.0,0.0,TMA,8.0,3.0,65.0,6.0
228222,AAA,2013J,Pass,Lower Than A Level,0-35,M,N,0,-108.0,71.0,0.0,TMA,0.0,0.0,69.0,6.0
229179,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-165.0,64.0,0.0,TMA,65.0,2.0,135.0,8.0
229361,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-58.0,81.0,-1.0,TMA,29.0,3.0,110.0,12.0
231554,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-29.0,80.0,0.0,TMA,163.0,5.0,305.0,8.0
235507,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-79.0,65.0,-1.0,TMA,52.0,3.0,102.0,9.0
236284,AAA,2013J,Pass,Post Graduate Qualification,0-35,M,N,0,2.0,85.0,4.0,TMA,0.0,0.0,125.0,3.0
238007,AAA,2013J,Pass,HE Qualification,55<=,M,N,0,-151.0,83.0,0.0,TMA,156.0,6.0,273.0,14.0
240712,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-45.0,82.0,0.0,TMA,12.0,1.0,48.0,4.0
240884,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-47.0,74.0,-1.0,TMA,2.0,1.0,159.0,5.0
241649,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-50.0,85.0,-3.0,TMA,288.0,7.0,298.0,15.0
241729,AAA,2013J,Fail,HE Qualification,35-55,F,N,0,-31.0,51.0,0.0,TMA,90.0,4.0,169.0,11.0
242793,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-36.0,66.0,-1.0,TMA,52.0,3.0,106.0,6.0
246834,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-16.0,60.0,-1.0,TMA,112.0,6.0,243.0,7.0
248270,AAA,2013J,Pass,Lower Than A Level,0-35,M,N,0,-198.0,77.0,0.0,TMA,251.0,9.0,367.0,19.0
255548,AAA,2013J,Pass,Lower Than A Level,35-55,M,N,0,-103.0,84.0,0.0,TMA,359.0,9.0,626.0,19.0
256815,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-117.0,71.0,18.0,TMA,125.0,4.0,8.0,1.0
258392,AAA,2013J,Pass,Lower Than A Level,0-35,F,N,0,-68.0,58.0,-1.0,TMA,51.0,5.0,195.0,7.0
258894,AAA,2013J,Pass,Lower Than A Level,35-55,F,N,0,-172.0,58.0,0.0,TMA,180.0,10.0,516.0,18.0
260355,AAA,2013J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-186.0,55.0,2.0,TMA,31.0,3.0,69.0,4.0
262011,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-145.0,60.0,-1.0,TMA,47.0,3.0,305.0,12.0
262934,AAA,2013J,Pass,A Level or Equivalent,35-55,F,N,0,-191.0,81.0,-1.0,TMA,265.0,6.0,535.0,13.0
268073,AAA,2013J,Fail,A Level or Equivalent,35-55,M,N,0,-33.0,64.0,-1.0,TMA,45.0,1.0,586.0,11.0
268733,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-17.0,51.0,10.0,TMA,1.0,1.0,49.0,2.0
271251,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-68.0,80.0,0.0,TMA,289.0,6.0,567.0,18.0
277880,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-108.0,70.0,1.0,TMA,137.0,2.0,816.0,17.0
279572,AAA,2013J,Distinction,Lower Than A Level,0-35,M,N,0,-138.0,79.0,-1.0,TMA,155.0,5.0,207.0,11.0
281022,AAA,2013J,Pass,A Level or Equivalent,0-35,F,N,0,-74.0,70.0,-1.0,TMA,12.0,1.0,120.0,10.0
281250,AAA,2013J,Fail,Lower Than A Level,35-55,M,N,0,-64.0,63.0,-1.0,TMA,51.0,2.0,28.0,4.0
281589,AAA,2013J,Fail,HE Qualification,0-35,M,N,0,-50.0,0.0,,TMA,25.0,2.0,24.0,2.0
282821,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-107.0,61.0,0.0,TMA,219.0,5.0,509.0,10.0
286488,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-8.0,55.0,-1.0,TMA,25.0,3.0,84.0,7.0
287548,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-52.0,69.0,2.0,TMA,51.0,2.0,140.0,6.0
290201,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-96.0,78.0,-1.0,TMA,8.0,1.0,479.0,13.0
290757,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-141.0,75.0,-1.0,TMA,1.0,1.0,130.0,5.0
291334,AAA,2013J,Distinction,A Level or Equivalent,35-55,M,N,0,-132.0,85.0,-1.0,TMA,390.0,8.0,850.0,18.0
292923,AAA,2013J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-162.0,0.0,,TMA,0.0,0.0,0.0,0.0
293699,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-27.0,0.0,,TMA,5.0,1.0,1.0,1.0
294570,AAA,2013J,Pass,HE Qualification,55<=,M,N,0,-80.0,72.0,-3.0,TMA,157.0,5.0,273.0,12.0
294594,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-145.0,61.0,-1.0,TMA,0.0,0.0,172.0,10.0
295741,AAA,2013J,Fail,A Level or Equivalent,35-55,M,N,0,-17.0,38.0,-1.0,TMA,2.0,1.0,224.0,13.0
296332,AAA,2013J,Distinction,Post Graduate Qualification,55<=,M,N,0,-115.0,91.0,-1.0,TMA,254.0,5.0,344.0,12.0
298696,AAA,2013J,Pass,HE Qualification,0-35,F,N,0,-32.0,77.0,0.0,TMA,59.0,5.0,126.0,9.0
300398,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-59.0,82.0,1.0,TMA,312.0,6.0,304.0,12.0
302302,AAA,2013J,Fail,A Level or Equivalent,0-35,F,N,0,-83.0,58.0,-1.0,TMA,34.0,2.0,119.0,7.0
305152,AAA,2013J,Fail,A Level or Equivalent,0-35,M,N,0,-18.0,64.0,0.0,TMA,9.0,2.0,102.0,4.0
305386,AAA,2013J,Pass,A Level or Equivalent,0-35,M,Y,0,-66.0,75.0,0.0,TMA,195.0,5.0,334.0,14.0
305539,AAA,2013J,Withdrawn,Lower Than A Level,0-35,F,N,0,-54.0,0.0,,TMA,68.0,6.0,0.0,0.0
306107,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-107.0,73.0,-1.0,TMA,0.0,0.0,148.0,9.0
306466,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-58.0,81.0,-12.0,TMA,154.0,7.0,209.0,5.0
306897,AAA,2013J,Pass,A Level or Equivalent,0-35,F,N,0,-123.0,72.0,-3.0,TMA,353.0,10.0,598.0,19.0
307061,AAA,2013J,Pass,HE Qualification,0-35,F,N,0,-31.0,82.0,0.0,TMA,88.0,3.0,159.0,8.0
307866,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-107.0,47.0,0.0,TMA,51.0,4.0,342.0,11.0
311917,AAA,2013J,Pass,A Level or Equivalent,55<=,M,N,0,-121.0,55.0,-1.0,TMA,180.0,3.0,360.0,12.0
312537,AAA,2013J,Distinction,Post Graduate Qualification,55<=,M,N,0,-79.0,88.0,0.0,TMA,669.0,10.0,2313.0,20.0
312782,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-59.0,89.0,-1.0,TMA,50.0,3.0,58.0,4.0
318933,AAA,2013J,Pass,HE Qualification,0-35,F,N,0,-100.0,70.0,-3.0,TMA,199.0,9.0,222.0,16.0
319047,AAA,2013J,Pass,A Level or Equivalent,0-35,F,N,0,-47.0,77.0,7.0,TMA,272.0,8.0,574.0,17.0
321942,AAA,2013J,Pass,HE Qualification,55<=,M,N,0,-67.0,82.0,-2.0,TMA,805.0,10.0,1456.0,18.0
324002,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-32.0,85.0,0.0,TMA,161.0,8.0,442.0,15.0
324084,AAA,2013J,Pass,A Level or Equivalent,35-55,F,N,0,-165.0,58.0,-3.0,TMA,136.0,6.0,199.0,11.0
324282,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-32.0,38.0,-1.0,TMA,31.0,2.0,27.0,4.0
331358,AAA,2013J,Withdrawn,HE Qualification,35-55,F,N,0,-67.0,84.0,-1.0,TMA,488.0,6.0,765.0,18.0
332789,AAA,2013J,Pass,A Level or Equivalent,35-55,F,N,0,-64.0,69.0,-1.0,TMA,188.0,5.0,100.0,6.0
333059,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-103.0,72.0,0.0,TMA,1.0,1.0,44.0,4.0
333323,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-53.0,77.0,0.0,TMA,25.0,1.0,143.0,5.0
334259,AAA,2013J,Fail,A Level or Equivalent,0-35,F,N,0,-32.0,57.0,0.0,TMA,59.0,3.0,184.0,8.0
334333,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,F,Y,0,-192.0,36.0,-1.0,TMA,130.0,7.0,108.0,13.0
335764,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-196.0,86.0,0.0,TMA,214.0,8.0,638.0,16.0
336207,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-110.0,71.0,-2.0,TMA,26.0,3.0,414.0,15.0
339972,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-57.0,68.0,-3.0,TMA,30.0,2.0,85.0,4.0
341872,AAA,2013J,Fail,Lower Than A Level,0-35,M,N,0,48.0,64.0,39.0,TMA,0.0,0.0,0.0,0.0
342007,AAA,2013J,Withdrawn,HE Qualification,0-35,F,N,0,-71.0,75.0,1.0,TMA,65.0,6.0,518.0,16.0
342514,AAA,2013J,Pass,Lower Than A Level,55<=,M,N,0,-81.0,68.0,-7.0,TMA,289.0,7.0,200.0,10.0
342972,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-60.0,62.0,-5.0,TMA,159.0,7.0,125.0,6.0
343446,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-49.0,74.0,0.0,TMA,128.0,4.0,579.0,15.0
344282,AAA,2013J,Fail,A Level or Equivalent,0-35,M,N,0,-12.0,61.0,-1.0,TMA,0.0,0.0,28.0,6.0
345068,AAA,2013J,Pass,A Level or Equivalent,0-35,M,Y,0,-37.0,70.0,0.0,TMA,3.0,1.0,102.0,5.0
345357,AAA,2013J,Distinction,A Level or Equivalent,0-35,M,N,0,-18.0,75.0,-3.0,TMA,160.0,6.0,272.0,10.0
346025,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-75.0,85.0,0.0,TMA,11.0,1.0,130.0,12.0
346843,AAA,2013J,Fail,HE Qualification,35-55,F,N,0,-44.0,0.0,,TMA,0.0,0.0,30.0,2.0
350188,AAA,2013J,Pass,HE Qualification,35-55,M,N,0,-49.0,75.0,0.0,TMA,26.0,5.0,150.0,10.0
354858,AAA,2013J,Withdrawn,HE Qualification,35-55,M,N,0,-32.0,0.0,,TMA,144.0,6.0,54.0,1.0
357668,AAA,2013J,Fail,A Level or Equivalent,0-35,M,N,0,-38.0,49.0,0.0,TMA,0.0,0.0,41.0,6.0
364177,AAA,2013J,Fail,Lower Than A Level,35-55,M,N,0,-129.0,64.0,-4.0,TMA,35.0,5.0,162.0,12.0
365244,AAA,2013J,Pass,A Level or Equivalent,0-35,F,N,0,-38.0,64.0,0.0,TMA,111.0,5.0,275.0,11.0
365642,AAA,2013J,Pass,Lower Than A Level,35-55,M,N,0,-52.0,68.0,-4.0,TMA,196.0,9.0,364.0,15.0
366483,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-4.0,88.0,-1.0,TMA,95.0,3.0,230.0,11.0
368194,AAA,2013J,Pass,A Level or Equivalent,0-35,F,Y,0,-123.0,54.0,0.0,TMA,77.0,4.0,37.0,2.0
368824,AAA,2013J,Fail,HE Qualification,35-55,M,N,0,-60.0,61.0,-1.0,TMA,53.0,2.0,19.0,1.0
368963,AAA,2013J,Pass,Lower Than A Level,0-35,M,N,0,-19.0,58.0,1.0,TMA,43.0,2.0,209.0,8.0
376439,AAA,2013J,Distinction,HE Qualification,0-35,M,N,0,-87.0,86.0,0.0,TMA,374.0,8.0,434.0,16.0
376581,AAA,2013J,Pass,A Level or Equivalent,35-55,F,N,0,-64.0,86.0,-1.0,TMA,0.0,0.0,410.0,8.0
380953,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-155.0,73.0,-2.0,TMA,75.0,6.0,187.0,15.0
383254,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-61.0,74.0,-1.0,TMA,6.0,2.0,100.0,12.0
386924,AAA,2013J,Pass,Lower Than A Level,0-35,M,N,0,-192.0,59.0,7.0,TMA,0.0,0.0,29.0,7.0
386952,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-38.0,67.0,0.0,TMA,150.0,7.0,164.0,12.0
388722,AAA,2013J,Pass,Lower Than A Level,35-55,F,N,0,-179.0,65.0,2.0,TMA,63.0,7.0,188.0,6.0
388885,AAA,2013J,Pass,A Level or Equivalent,35-55,M,N,0,-185.0,51.0,0.0,TMA,121.0,3.0,130.0,7.0
390890,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-31.0,75.0,0.0,TMA,45.0,3.0,258.0,13.0
392756,AAA,2013J,Fail,A Level or Equivalent,0-35,M,N,0,-58.0,53.0,0.0,TMA,32.0,1.0,122.0,9.0
392931,AAA,2013J,Pass,A Level or Equivalent,35-55,F,N,0,-54.0,65.0,10.0,TMA,60.0,4.0,216.0,8.0
393207,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-38.0,68.0,-1.0,TMA,22.0,3.0,216.0,8.0
396872,AAA,2013J,Pass,HE Qualification,0-35,M,N,0,-23.0,63.0,0.0,TMA,26.0,1.0,150.0,6.0
398552,AAA,2013J,Fail,Lower Than A Level,0-35,M,N,0,-57.0,54.0,-2.0,TMA,12.0,3.0,212.0,10.0
401869,AAA,2013J,Pass,Lower Than A Level,0-35,F,N,0,-53.0,55.0,0.0,TMA,131.0,4.0,315.0,13.0
402470,AAA,2013J,Pass,Lower Than A Level,35-55,M,N,0,-130.0,80.0,-3.0,TMA,164.0,6.0,357.0,15.0
404804,AAA,2013J,Pass,Lower Than A Level,35-55,M,N,0,-129.0,52.0,-1.0,TMA,161.0,6.0,164.0,6.0
405088,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-67.0,85.0,0.0,TMA,196.0,8.0,164.0,8.0
405961,AAA,2013J,Withdrawn,A Level or Equivalent,0-35,M,Y,0,-170.0,0.0,,TMA,0.0,0.0,0.0,0.0
414117,AAA,2013J,Pass,A Level or Equivalent,0-35,M,N,0,-73.0,81.0,-1.0,TMA,29.0,5.0,198.0,11.0
415969,AAA,2013J,Withdrawn,HE Qualification,35-55,M,N,0,-60.0,67.0,1.0,TMA,337.0,7.0,619.0,14.0
420087,AAA,2013J,Fail,A Level or Equivalent,0-35,M,Y,0,-15.0,80.0,1.0,TMA,0.0,0.0,100.0,3.0
